not
Vibrating with excitement. Every day brings us closer to being able to make the announcement.,1,1,1,1,1,1,1,1,1
I now officially hate Kat and Andre I hope karma bites them hard.,1,3,3,1,1,1,1,1,1
"Went to school late, got sent home early. Possibly wont be able to attend tomorrow.",1,1,1,1,1,1,1,1,1
The distorting effects of the internet make it even worse; relatively minor figures online get scrutiny normally reserved,2,1,1,1,1,1,1,1,1
Living under ground like rats is very appropriate for the Daesh.,1,3,3,1,1,5,3,1,1
Unions bullying heads to shut schools for public sector strikes ,1,2,3,1,1,2,1,1,2
I have no idea how anyone is seeing blue at all. I see no blue.,1,1,1,1,1,1,1,1,1
"And after each of those events Putin used the event to grab more power and diminish Russian freedoms, supposedly for security.",1,1,1,1,1,2,1,1,3
He's been offered contact info from those he's speaking with should he care to contribute. He's utilized none of this. I am unimpressed.,1,1,1,1,1,1,1,1,1
Kat the contradictory cow. Says she regrets voting strategically but does it again ,1,1,1,1,1,1,1,1,1
"Oh, hell. Is Blizzard proxying tweets instead of sending the tweet content directly to twitter from the WoW client?",1,1,1,1,1,1,1,1,1
People getting all mad at Racists Getting Fired is my favorite mouse squeak of white supremacy,1,5,5,1,1,5,1,1,1
"It's a unique challenge to uphold feminist ideals in a heated argument in your second language, against three men",1,2,2,1,1,1,1,1,1
Waiting to sync this bitch on my mac &amp; imma blast it with the beats on,1,3,3,1,1,1,1,1,1
BULLSHIT. how the fuck do they stay. how the fuck did they get away with that bullshit. ugh no. sore winners too.,1,4,4,1,1,5,1,1,1
I love my coffee. What is your favorite brand of coffee to brew at your house? I'm looking for a new taste! #coffee,1,1,1,1,1,1,1,1,1
They were left to the Iraqi army for the defense of the nation. Some people have to stretch for a way to blame US for everything.,1,2,1,1,1,2,1,1,2
HOW THE FUCK DO YOU PRONOUNCE YOUR LAST NAME ,1,3,3,1,1,1,1,1,1
"Let's see, why would there be a movement against Islam, but not against any other religion",1,1,2,1,1,4,1,1,2
Let's not forget that the person that started these rumblings about my code got fired from Zynga for being impossible to work with.,1,2,2,1,1,1,1,1,2
"Hate when people say ""im not a bully"" lemme define bully- is someone who causes physical or verbal harm on someone ",1,3,3,1,1,1,1,1,1
"We mostly hear about harassment in the context of GamerGate, but that's a very narrow focus and not the real problem.",1,1,1,1,1,1,1,1,1
Exactly what I'm talking about. BULLYING is FROWNED upon these days. Pull your head out of your ass and take a look around!,1,2,3,1,1,2,1,1,1
Kat and Andre must be feeling so fucked at this stage. It really doesn't matter what they say.,1,2,3,1,1,1,1,1,1
"Any time a man says his ex was ""crazy,"" run and read this again: http://t.co/6mhdykNHCe",1,2,3,1,1,1,1,1,1
"In many states, we've got laws that specifically protect against this kind of thing. However, they aren't enforced due to education/funding.",1,1,1,1,1,1,1,1,1
I need to stop coming to Bloomington.. something bad happens every damn time,1,2,1,1,1,1,2,1,1
"lol at angry men writing me essays through Facebook messenger that amount to ""be nicer when you're being harassed""",1,2,3,1,1,2,1,1,1
FUCKING HATE THIS CLASS,1,3,3,1,1,3,1,1,1
I think the worst is when women shame other women for not shaving. You know exactly how much of a pain and double standard it is! Smh.,1,2,3,1,1,1,1,1,1
kinda fucked up,1,2,1,1,1,1,1,1,1
